schedule_period_name,schedule_period_start_date,schedule_period_end_date,stop_number,route_number,route_name,day_type,time_period,average_boardings,average_alightings,location
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,9.1,0.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,14.5,2.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,11.2,25.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,50.1,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,1.0,5.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,11.4,23.6,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,3.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,19.7,0.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,57.4,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,17.1,42.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,68.1,0.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,29.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,60.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,3.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,68.3,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,2.0,2.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,3.0,3.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,5.8,1.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,6.5,8.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,19.4,10.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,10.2,0.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,15.2,10.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,102.0,0.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,10.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Evening,21.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,40.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,10.1,2.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,6.0,10.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,11.0,22.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,31.2,10.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,18.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,1.2,32.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,1.0,3.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,47.3,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,16.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,21.5,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,6.6,18.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,45.0,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,50.1,42.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,18.8,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,21.2,2.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,31.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,18.0,22.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,56.4,0.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,2.8,6.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,29.9,0.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,1.3,1.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,2.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,1.0,4.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,72.2,8.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,12.2,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,0.0,4.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,30.9,46.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,7.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,2.4,25.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,3.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,12.0,2.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,21,Portage Express,Saturday,Evening,5.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2023,12/17/2023 12:00:00 AM,04/13/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,79.4,0.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,10.3,9.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,22.7,55.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,3.9,6.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,4.9,4.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,16.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,29.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,42.6,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,52.0,8.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,65.1,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,2.8,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,13.2,27.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,11.0,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,1.0,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,21.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,10.0,3.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,14.5,26.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,4.8,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,6.3,19.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,1.4,26.4,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,103.6,1.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,41.3,35.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,11.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,41,Henderson Express,Weekday,Mid-Day,0.5,1.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,2.8,27.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,11.0,4.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,49.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,13.6,2.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,49.0,17.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,7.5,8.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,16.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,23.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,63.9,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,21,Portage Express,Saturday,Evening,9.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,10.3,24.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,21.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,52.6,1.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Evening,24.9,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,33.7,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,25.1,19.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,12.2,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,24.0,4.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,45.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2024,04/14/2024 12:00:00 AM,06/15/2024 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,2.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,68.8,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,48.8,0.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,46.6,36.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,113.7,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,57.4,0.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,51.0,6.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,8.9,9.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,6.3,11.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,19.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,7.5,23.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.0,4.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,104.9,22.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,15.8,24.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,9.8,10.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,2.5,4.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,51.7,0.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,23.6,0.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,4.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,34.5,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,6.5,15.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,10.3,19.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,3.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,51.6,35.9,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,3.7,0.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,0.8,2.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,88.5,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,11.1,9.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,41,Henderson Express,Weekday,Mid-Day,0.3,2.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Evening,26.8,0.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,3.0,36.9,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,54.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,1.1,25.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,22.1,20.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,6.5,8.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,17.4,25.9,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,80.7,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,36.4,0.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,7.6,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,3.0,8.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,14.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,21.0,2.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,20.8,46.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2024,06/16/2024 12:00:00 AM,08/31/2024 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,19.6,0.2,POINT (-97.1388667306942 49.8961855953002)
