schedule_period_name,schedule_period_start_date,schedule_period_end_date,stop_number,route_number,route_name,day_type,time_period,average_boardings,average_alightings,location
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,6.4,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,16.0,19.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,3.1,1.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,45.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,1.2,18.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,20.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,74.5,18.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,14.1,16.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,23.1,4.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,2.6,2.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,20.3,12.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,40.2,32.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,17.8,7.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,27.7,5.4,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,3.5,0.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,20.7,0.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,35.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,43.0,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,16.8,36.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,41,Henderson Express,Weekday,Mid-Day,0.3,2.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,17.3,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2022,12/11/2022 12:00:00 AM,04/15/2023 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,24.8,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,12.8,5.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,18.7,18.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,8.2,10.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,47.7,47.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,0.8,1.4,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,18.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,7.0,6.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,9.6,19.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,93.1,0.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,41,Henderson Express,Weekday,Mid-Day,0.7,1.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,8.3,7.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,44.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,0.0,5.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,20.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,66.9,18.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,8.9,24.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,21.3,49.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,1.0,27.4,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,2.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,20.3,0.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,2.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,2.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,7.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,56.8,0.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,24.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,43.5,0.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,6.8,5.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,19.5,5.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,39.7,12.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,23.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,4.5,5.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,13.4,1.4,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,1.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,49.0,0.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,2.8,23.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,4.1,3.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,76.0,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,16.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,74.3,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,37.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,8.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,2.0,1.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,32.8,8.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,10.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,1.8,2.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2023,04/16/2023 12:00:00 AM,06/17/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,15.0,23.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,49.9,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,6.9,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,0.7,1.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,9.8,10.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,65.4,21.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,56.4,0.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,1.7,1.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,35.8,18.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,12.0,2.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,2.4,25.9,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,10.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,1.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,38.3,6.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,0.8,23.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,72.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,4.4,3.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,17.3,2.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,2.2,9.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,41,Henderson Express,Weekday,Mid-Day,0.2,1.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,89.3,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,10.0,1.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,19.0,28.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,17.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,1.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,39.8,5.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,14.7,42.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,17.4,0.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,13.2,19.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,51.1,0.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,17.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,9.3,0.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,2.8,3.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,1.2,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,6.1,4.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,11.6,18.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,22.4,12.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,40.4,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,24.4,0.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,39.8,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,82.3,0.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,38.8,41.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,47.2,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,2.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,27.7,0.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,8.3,26.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,5.5,3.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2023,06/18/2023 12:00:00 AM,09/02/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,10.0,8.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,23.5,1.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,8.8,2.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,40.5,6.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,10.5,2.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,1.6,6.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,17.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,9.7,4.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,51.9,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,21.4,32.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,42.3,18.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,57.0,12.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,1.1,3.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,2.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,5.8,21.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,1.0,0.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,25.5,2.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,17.2,6.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,10.7,14.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,10.8,3.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,24.3,16.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,54.6,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,1.8,27.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,104.9,1.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,27.5,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,7.5,2.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,1.3,1.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,9.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,1.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,20.9,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,83.6,0.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,40.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,56.6,41.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,2.3,2.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2023,09/03/2023 12:00:00 AM,12/16/2023 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,6.5,36.7,POINT (-97.1388667306942 49.8961855953002)
